"Word","Length","Freq_KF","Freq_HAL","BG_Freq_By_Pos"
"bushbaby","8","NULL","48","958"
"business","8","392","156876","2597"
"bustling","8","1","214","3709"
"busybody","8","NULL","55","774"
"busyness","8","1","71","1791"
"butchery","8","5","120","2474"
"buttocks","8","1","2399","1330"
"buttoned","8","1","189","2762"
"button's","8","1","95","1903"
"buttress","8","NULL","104","2475"
"bypassed","8","1","634","1549"
"cabinets","8","5","1229","2091"
"caboodle","8","NULL","13","1337"
"cabstand","8","NULL","0","2016"
"Cadillac","8","9","960","1817"
"caffeine","8","NULL","3216","2224"
"calabash","8","NULL","10","1762"
"calamine","8","NULL","37","2865"
"calamity","8","4","299","2110"
"calculus","8","NULL","2071","1712"
"Calcutta","8","4","1221","1682"
"calendar","8","28","9382","2533"
"calfskin","8","1","13","2132"
"Caligula","8","1","172","1959"
"calipers","8","1","322","2955"
"callable","8","1","277","2480"
"calluses","8","1","41","2837"
"calmness","8","2","158","2430"
"calories","8","7","2603","3055"
"Cambodia","8","1","1806","1619"
"camera's","8","1","249","3165"
"camisole","8","NULL","89","2006"
"camomile","8","NULL","22","1826"
"campaign","8","81","24070","1612"
"campfire","8","2","495","1684"
"campmate","8","1","2","2640"
"campsite","8","NULL","414","2497"
"campuses","8","1","1380","2332"
"Canada's","8","1","2435","1984"
"Canadian","8","7","30942","2455"
"candidly","8","2","139","2447"
"canister","8","2","519","3422"
"cannabis","8","NULL","3271","2036"
"cannibal","8","NULL","458","2154"
"canonist","8","1","3","2680"
"canonize","8","NULL","16","2285"
"cantered","8","1","17","4960"
"brighten","8","NULL","329","2121"
"canvases","8","8","107","2493"
"briefest","8","1","105","2139"
"briefing","8","2","1943","2984"
"brigades","8","1","462","2096"
"brighter","8","8","1619","2228"
"brightly","8","6","889","1472"
"bringing","8","38","13171","3316"
"Brisbane","8","3","2013","1785"
"bristled","8","3","49","2863"
"bristles","8","4","133","2671"
"britches","8","1","128","2275"
"broached","8","2","121","2546"
"broadens","8","2","121","2099"
"broadest","8","1","799","2546"
"Broadway","8","24","6378","1476"
"broccoli","8","1","915","1774"
"brochure","8","2","4609","2006"
"brokenly","8","1","11","2352"
"bromides","8","1","33","2512"
"bronchus","8","4","4","1885"
"brooding","8","14","366","3310"
"Brooklyn","8","28","4243","1541"
"brothels","8","2","390","2299"
"brothers","8","41","18042","3213"
"brouhaha","8","NULL","162","1445"
"browbeat","8","NULL","68","2312"
"browning","8","7","1495","3375"
"brownish","8","1","277","2030"
"browsing","8","1","3505","3338"
"bruising","8","2","233","3027"
"brunches","8","1","18","2074"
"brunette","8","NULL","958","2098"
"brushing","8","6","1515","2791"
"Brussels","8","3","2710","1343"
"bubbling","8","3","565","3021"
"Buchanan","8","2","4141","1754"
"buckling","8","1","184","3110"
"buckshot","8","1","191","1259"
"buckskin","8","7","103","1829"
"Budapest","8","8","2242","1771"
"Buddhism","8","9","2983","1023"
"Buddhist","8","4","3142","1251"
"budgeted","8","2","203","2334"
"buffered","8","4","1209","3134"
"buffeted","8","2","33","2213"
"buffoons","8","1","135","1059"
"builders","8","27","2006","2133"
"building","8","160","48370","2712"
"Bulgaria","8","1","3824","1512"
"bulkhead","8","1","344","1167"
"bulldoze","8","1","99","1339"
"bulletin","8","18","14131","3416"
"bullfrog","8","NULL","526","1380"
"bullring","8","NULL","31","3336"
"bullying","8","1","410","3004"
"bundling","8","NULL","449","3446"
"bungalow","8","1","220","1475"
"bunkered","8","1","4","3534"
"bunkmate","8","1","5","2070"
"buoyancy","8","1","177","923"
"burdened","8","4","472","3009"
"burglars","8","2","253","1638"
"burglary","8","4","890","1545"
"burgundy","8","6","362","1230"
"burnings","8","2","121","3040"
"bookable","8","NULL","14","1385"
"bookcase","8","2","355","1341"
"bookclub","8","NULL","27","964"
"bookings","8","1","496","2917"
"booklets","8","2","845","2005"
"bookmark","8","NULL","1721","1382"
"bookshop","8","NULL","715","1323"
"bookwork","8","NULL","3","1201"
"bookworm","8","NULL","113","1208"
"boomtown","8","1","91","1084"
"boosting","8","3","484","3666"
"bootlace","8","NULL","1","1831"
"bootless","8","NULL","16","2864"
"Bordeaux","8","2","518","1773"
"bordello","8","NULL","64","2051"
"bordered","8","2","2036","4103"
"boroughs","8","2","96","1527"
"borrowed","8","14","3493","2699"
"borrower","8","2","253","2439"
"Boston's","8","2","382","2320"
"botanist","8","NULL","336","2017"
"bothered","8","14","7149","3568"
"bottling","8","1","600","3221"
"botulism","8","NULL","171","1670"
"bouillon","8","NULL","96","1858"
"boulders","8","3","342","2408"
"bouncing","8","9","2515","3292"
"boundary","8","16","4319","1821"
"bounding","8","2","582","3350"
"bouquets","8","1","128","1361"
"bourbons","8","6","125","1611"
"boutique","8","NULL","687","1714"
"bracelet","8","1","443","2550"
"brackets","8","2","2652","2256"
"braggart","8","NULL","59","1739"
"bragging","8","1","1038","3189"
"braiding","8","1","103","3399"
"brakeman","8","NULL","35","2277"
"brambles","8","1","2560","2622"
"branched","8","2","280","3087"
"branches","8","33","4575","2895"
"brandish","8","NULL","64","2539"
"brazenly","8","1","198","2032"
"breakage","8","1","474","1774"
"breakers","8","1","695","2854"
"breaking","8","25","12257","3382"
"breakout","8","NULL","1479","1764"
"breakups","8","1","58","1619"
"breasted","8","6","265","3382"
"breathed","8","9","1133","2948"
"breather","8","1","373","2688"
"breathes","8","2","437","2756"
"breeches","8","1","147","2652"
"breeding","8","7","8624","3600"
"brethren","8","8","1350","2376"
"Brewer's","8","1","241","2864"
"blackest","8","1","111","2512"
"blacking","8","1","97","3196"
"blackout","8","5","672","1578"
"blankets","8","11","1033","1906"
"blasting","8","2","1844","3789"
"blatancy","8","1","2","1986"
"blazonry","8","NULL","4","1386"
"bleached","8","5","250","2214"
"bleating","8","1","187","3535"
"bleeding","8","16","4309","2980"
"blending","8","1","905","2879"
"blessing","8","10","6964","2869"
"blighted","8","3","85","2040"
"blinders","8","NULL","321","2516"
"blinding","8","2","811","3095"
"blinkers","8","1","70","2327"
"blinking","8","3","2036","2855"
"blissful","8","4","423","1062"
"blisters","8","2","414","2785"
"blithely","8","3","368","1713"
"blizzard","8","7","2102","863"
"blockade","8","16","1179","1300"
"blockage","8","NULL","357","1254"
"blocking","8","3","4435","2862"
"blonde's","8","3","270","1535"
"blooming","8","10","703","2812"
"blossoms","8","7","663","1123"
"blotting","8","2","203","3359"
"blowback","8","NULL","60","1121"
"blowfish","8","1","397","1302"
"blowhard","8","NULL","94","1201"
"blowhole","8","NULL","19","1319"
"blowpipe","8","NULL","13","1025"
"bludgeon","8","3","211","1153"
"bluebell","8","NULL","39","1008"
"bluebird","8","1","268","823"
"bluecoat","8","NULL","5","1617"
"bluefish","8","1","49","1107"
"bluffing","8","1","304","2425"
"blunders","8","1","399","2357"
"blushing","8","4","650","2664"
"blustery","8","1","85","2653"
"boarding","8","5","1554","3016"
"boasting","8","3","393","3542"
"boatload","8","1","106","1277"
"boatsmen","8","1","1","1700"
"bobolink","8","NULL","8","2199"
"bodywork","8","NULL","245","830"
"bogeymen","8","1","25","1270"
"bohemian","8","1","281","1338"
"boldface","8","NULL","114","1312"
"boldness","8","3","221","2113"
"Bolivian","8","NULL","318","1949"
"bomber's","8","1","37","2831"
"bombings","8","2","702","3125"
"bombsite","8","NULL","1","2245"
"bondsman","8","1","16","2642"
"bonehead","8","NULL","607","2316"
"boneless","8","NULL","269","3751"
"bonemeal","8","NULL","13","2525"
"bonfires","8","1","49","2728"
"behaving","8","4","1294","2352"
"behavior","8","96","29913","1164"
"behemoth","8","NULL","325","869"
"beholder","8","NULL","1128","1540"
"behooves","8","1","236","1415"
"belching","8","2","124","3078"
"Belgians","8","21","182","1546"
"believed","8","77","14688","2362"
"believer","8","4","3090","2102"
"believes","8","43","11978","2170"
"belittle","8","NULL","584","1906"
"bellboys","8","2","9","1591"
"bellhops","8","1","10","1632"
"bellowed","8","6","126","2637"
"bellow's","8","1","1","2025"
"belonged","8","17","2000","2573"
"Benedict","8","NULL","921","2162"
"benefice","8","NULL","12","1916"
"benefits","8","33","38425","1979"
"Benjamin","8","12","8638","2086"
"bequeath","8","NULL","25","1380"
"bequests","8","3","22","1834"
"Berkeley","8","1","11934","2189"
"Berlin's","8","4","59","2954"
"besieged","8","2","262","2301"
"besmirch","8","1","42","1328"
"bestowal","8","4","15","2392"
"bestowed","8","7","537","2864"
"betrayal","8","6","1436","1788"
"betrayed","8","8","1567","2280"
"betrayer","8","1","292","2020"
"beveling","8","1","25","3531"
"beverage","8","5","1425","2940"
"bewilder","8","NULL","22","1621"
"biblical","8","18","4182","1671"
"bigamist","8","NULL","33","1416"
"bicycles","8","2","1412","1530"
"biennial","8","1","273","1317"
"bifocals","8","2","102","965"
"bilabial","8","NULL","16","1405"
"bilinear","8","1","101","2103"
"billfold","8","NULL","46","1304"
"billhook","8","NULL","5","1335"
"billiard","8","1","261","1988"
"billions","8","7","4131","2108"
"billowed","8","1","35","2322"
"binomial","8","36","170","1746"
"biologic","8","1","197","1129"
"biopsies","8","1","93","1546"
"bioscope","8","NULL","3","667"
"biracial","8","1","113","1645"
"birdbath","8","1","25","1369"
"birdlike","8","1","19","1272"
"birdseed","8","NULL","107","1788"
"birthday","8","18","8557","1199"
"biscuits","8","5","690","1966"
"bisexual","8","NULL","3539","1663"
"bishopry","8","1","1","1527"
"Bismarck","8","1","409","1663"
"bitterly","8","16","695","2882"
"biweekly","8","NULL","532","500"
"bankroll","8","NULL","386","1713"
"bankrupt","8","5","2265","1389"
"banquets","8","3","145","1632"
"banshees","8","2","365","2635"
"bantered","8","1","35","4723"
"baptisms","8","1","105","1710"
"Baptists","8","4","279","2152"
"baptized","8","12","927","2175"
"Barbados","8","NULL","629","1816"
"barbaric","8","1","895","2598"
"barbecue","8","13","534","1974"
"barber's","8","1","75","3248"
"barbital","8","1","1","2446"
"bareback","8","NULL","65","2372"
"barefoot","8","7","1070","2209"
"barflies","8","1","10","2792"
"bargains","8","3","784","2817"
"baritone","8","5","637","2810"
"barnacle","8","NULL","86","2170"
"barnyard","8","1","207","1954"
"baronage","8","NULL","8","2313"
"baroness","8","1","281","3159"
"baronial","8","1","51","2761"
"barracks","8","3","805","2299"
"barrette","8","1","42","3178"
"barriers","8","17","2539","3487"
"Bartlett","8","3","738","2830"
"baseball","8","57","18372","1796"
"baseless","8","1","717","3117"
"baseline","8","1","1532","3159"
"basement","8","31","4682","2162"
"basilica","8","NULL","88","2168"
"bassinet","8","1","57","2882"
"bastards","8","14","2966","2324"
"bathrobe","8","3","187","1503"
"bathroom","8","18","6414","1622"
"bathtubs","8","1","79","1462"
"battered","8","9","1156","4430"
"batter's","8","1","44","3542"
"battling","8","3","839","3625"
"bayonets","8","3","178","1454"
"beaching","8","1","37","3631"
"beadsman","8","1","0","2092"
"beanpole","8","NULL","14","2138"
"bearable","8","NULL","335","2409"
"beardown","8","1","0","1798"
"bearings","8","6","4094","3932"
"bearskin","8","NULL","24","2588"
"beatings","8","2","739","4024"
"beatniks","8","4","46","1782"
"Beatrice","8","7","679","2675"
"beauties","8","5","537","2675"
"beautify","8","1","55","1938"
"beauty's","8","1","149","1628"
"beckoned","8","7","249","2830"
"becoming","8","57","19871","3192"
"bedrooms","8","4","813","1216"
"bedstead","8","NULL","28","1845"
"beefcake","8","NULL","97","898"
"beetling","8","2","3","3088"
"beetroot","8","NULL","61","1315"
"befogged","8","1","3","1739"
"befouled","8","1","28","2236"
"befriend","8","NULL","130","1840"
"befuddle","8","NULL","62","1031"
"beggar's","8","1","45","1399"
"beginner","8","1","3841","2208"
"begotten","8","5","310","1703"
"begrudge","8","2","218","960"
"beguiled","8","2","62","2194"
"auspices","8","6","727","1852"
"Austin's","8","2","282","3157"
"Austrian","8","4","1679","2497"
"autarchy","8","NULL","2","1165"
"author's","8","7","4003","1526"
"autonomy","8","18","1863","1084"
"autistic","8","13","836","2624"
"autobahn","8","NULL","233","734"
"autocrat","8","NULL","547","1834"
"automate","8","1","1642","2115"
"autumnal","8","1","51","1234"
"availing","8","1","29","2690"
"avenging","8","2","195","2419"
"averaged","8","13","1166","2222"
"averages","8","10","2174","2030"
"aversion","8","2","636","1760"
"aversive","8","NULL","51","1294"
"averting","8","3","93","3283"
"aviators","8","1","157","979"
"aviation","8","5","4453","1672"
"avocados","8","5","137","538"
"avoiding","8","11","5099","2183"
"awaiting","8","7","3446","2906"
"awakened","8","4","1055","2213"
"awarding","8","3","437","2583"
"babyhood","8","1","43","832"
"baccarat","8","1","148","2286"
"bachelor","8","6","2202","1787"
"backache","8","NULL","33","1530"
"backbend","8","1","10","1782"
"backbone","8","4","4126","1818"
"backdoor","8","NULL","429","1571"
"backdrop","8","2","908","1421"
"backfire","8","NULL","1947","1527"
"backhand","8","NULL","423","1703"
"backlash","8","1","1808","1684"
"backless","8","NULL","39","2846"
"backpack","8","1","1933","1462"
"backseat","8","NULL","220","2331"
"backside","8","1","1231","1747"
"backtalk","8","NULL","19","1755"
"backward","8","22","4305","1579"
"backwash","8","NULL","59","1480"
"backyard","8","2","2135","1525"
"bacteria","8","8","4641","3445"
"Badlands","8","1","2777","1456"
"bafflers","8","1","3","2515"
"baffling","8","4","274","2864"
"bailment","8","NULL","0","1904"
"balanced","8","22","10049","2553"
"balances","8","1","1250","2361"
"baldness","8","2","329","2236"
"Balinese","8","1","78","3056"
"balloons","8","3","1114","2272"
"ballroom","8","8","1587","1857"
"ballyhoo","8","1","42","1838"
"banality","8","NULL","105","2530"
"bandaged","8","4","139","2785"
"bandages","8","3","260","2593"
"bandanna","8","NULL","63","2180"
"banditos","8","1","36","2341"
"banished","8","7","993","2865"
"banishes","8","1","25","2673"
"banister","8","5","119","3185"
"bankbill","8","NULL","0","1658"
"bankbook","8","NULL","3","1488"
"banknote","8","NULL","99","1918"
"artfully","8","4","154","822"
"Arthur's","8","1","399","1042"
"articles","8","31","64285","2049"
"artifact","8","NULL","43646","1097"
"artisans","8","2","1696","1522"
"artistic","8","33","4327","2440"
"artistry","8","3","491","1727"
"artist's","8","7","1012","1736"
"asbestos","8","1","865","1505"
"ascended","8","2","470","2267"
"ascribed","8","5","427","1707"
"ascribes","8","1","87","1515"
"ashtrays","8","1","106","1039"
"Asimov's","8","1","625","769"
"aspirate","8","NULL","43","2015"
"aspiring","8","1","897","2668"
"assailed","8","4","89","1988"
"assassin","8","6","7479","1839"
"assaults","8","4","1070","801"
"assaying","8","2","24","2258"
